County,State,Pollutant,Trend Statistic,total_trend_sites,avg_last5
Hall County,GA,PM2.5,98th Percentile,1.0,18.6
Hall County,GA,PM2.5,Weighted Annual Mean,1.0,8.040000000000001
Hamblen County,TN,O3,4th Max,1.0,0.0632
Hamilton County,IN,O3,4th Max,5.0,0.0666
Hamilton County,IN,PM10,2nd Max,1.0,71.6
Hamilton County,IN,PM2.5,98th Percentile,3.0,27.2
Hamilton County,IN,PM2.5,Weighted Annual Mean,3.0,10.66
Hamilton County,IN,SO2,99th Percentile,1.0,6.2
Hamilton County,OH,O3,4th Max,9.0,0.068
Hamilton County,OH,PM10,2nd Max,2.0,44.4
Hamilton County,OH,PM2.5,98th Percentile,4.0,22.2
Hamilton County,OH,PM2.5,Weighted Annual Mean,4.0,9.24
Hamilton County,TN,O3,4th Max,2.0,0.0638
Hamilton County,TN,PM2.5,98th Percentile,2.0,21.4
Hamilton County,TN,PM2.5,Weighted Annual Mean,2.0,8.24
Hampden County,MA,NO2,98th Percentile,2.0,25.8
Hampden County,MA,NO2,Annual Mean,2.0,3.2
Hampden County,MA,O3,4th Max,2.0,0.06420000000000001
Hampden County,MA,PM2.5,98th Percentile,1.0,16.8
Hampden County,MA,PM2.5,Weighted Annual Mean,1.0,5.72
Hampden County,MA,SO2,99th Percentile,1.0,1.0
Hampshire County,WV,O3,4th Max,1.0,0.0578
Hampton city,VA,O3,4th Max,2.0,0.056999999999999995
Hampton city,VA,PM10,2nd Max,1.0,21.0
Hampton city,VA,PM2.5,98th Percentile,2.0,16.4
Hampton city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Hancock County,IN,O3,4th Max,5.0,0.0666
Hancock County,IN,PM10,2nd Max,1.0,71.6
Hancock County,IN,PM2.5,98th Percentile,3.0,27.2
Hancock County,IN,PM2.5,Weighted Annual Mean,3.0,10.66
Hancock County,IN,SO2,99th Percentile,1.0,6.2
Hancock County,MS,O3,4th Max,2.0,0.062
Hancock County,WV,O3,4th Max,1.0,0.0624
Hancock County,WV,PM10,2nd Max,3.0,50.0
Hancock County,WV,PM2.5,98th Percentile,2.0,19.4
Hancock County,WV,PM2.5,Weighted Annual Mean,2.0,8.62
Hancock County,WV,SO2,99th Percentile,6.0,27.399999999999995
Hanover County,VA,NO2,98th Percentile,1.0,27.8
Hanover County,VA,NO2,Annual Mean,1.0,3.8
Hanover County,VA,O3,4th Max,5.0,0.0598
Hanover County,VA,PM2.5,98th Percentile,3.0,16.4
Hanover County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Hanover County,VA,SO2,99th Percentile,1.0,5.4
Haralson County,GA,O3,4th Max,9.0,0.066
Haralson County,GA,PM2.5,98th Percentile,4.0,20.2
Haralson County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Haralson County,GA,SO2,99th Percentile,1.0,4.2
Hardin County,KY,O3,4th Max,1.0,0.0626
Hardin County,KY,PM2.5,98th Percentile,1.0,19.6
Hardin County,KY,PM2.5,Weighted Annual Mean,1.0,7.32
Hardin County,TX,NO2,98th Percentile,2.0,28.4
Hardin County,TX,NO2,Annual Mean,3.0,3.7999999999999994
Hardin County,TX,O3,4th Max,6.0,0.064
Hardin County,TX,SO2,99th Percentile,2.0,38.2
Harford County,MD,CO,2nd Max,1.0,1.42
Harford County,MD,NO2,98th Percentile,1.0,49.8
Harford County,MD,NO2,Annual Mean,1.0,12.0
Harford County,MD,O3,4th Max,5.0,0.0688
Harford County,MD,PM2.5,98th Percentile,4.0,19.8
Harford County,MD,PM2.5,Weighted Annual Mean,4.0,7.519999999999999
Harris County,GA,O3,4th Max,1.0,0.0596
Harris County,TX,CO,2nd Max,1.0,1.16
Harris County,TX,NO2,98th Percentile,8.0,37.0
Harris County,TX,NO2,Annual Mean,10.0,7.2
Harris County,TX,O3,4th Max,15.0,0.07260000000000001
Harris County,TX,PM10,2nd Max,4.0,64.92
Harris County,TX,PM2.5,98th Percentile,3.0,22.8
Harris County,TX,PM2.5,Weighted Annual Mean,3.0,10.26
Harris County,TX,SO2,99th Percentile,2.0,10.4
Harrison County,IA,PM10,2nd Max,3.0,59.46
Harrison County,IA,PM2.5,98th Percentile,5.0,20.6
Harrison County,IA,PM2.5,Weighted Annual Mean,5.0,7.4799999999999995
Harrison County,IA,SO2,99th Percentile,1.0,41.0
Harrison County,IN,O3,4th Max,5.0,0.0654
Harrison County,IN,SO2,99th Percentile,3.0,8.0
Harrison County,MS,O3,4th Max,2.0,0.062
Harrison County,TX,NO2,98th Percentile,1.0,17.6
Harrison County,TX,NO2,Annual Mean,1.0,2.8
Harrison County,TX,O3,4th Max,1.0,0.0634
Harrison County,TX,SO2,99th Percentile,1.0,33.0
Harrison County,WV,PM2.5,98th Percentile,1.0,16.0
Harrison County,WV,PM2.5,Weighted Annual Mean,1.0,7.279999999999999
Harvey County,KS,NO2,Annual Mean,2.0,5.0
Harvey County,KS,O3,4th Max,2.0,0.064
Harvey County,KS,PM10,2nd Max,1.0,82.8
Harvey County,KS,PM2.5,98th Percentile,2.0,21.4
Harvey County,KS,PM2.5,Weighted Annual Mean,2.0,8.4
Harvey County,KS,SO2,99th Percentile,1.0,3.0
Hawkins County,TN,O3,4th Max,2.0,0.0618
Hawkins County,TN,PM2.5,98th Percentile,1.0,15.4
Hawkins County,TN,PM2.5,Weighted Annual Mean,1.0,6.859999999999999
Hays County,TX,O3,4th Max,2.0,0.06720000000000001
Hays County,TX,PM10,2nd Max,1.0,66.0
Heard County,GA,O3,4th Max,9.0,0.066
Heard County,GA,PM2.5,98th Percentile,4.0,20.2
Heard County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Heard County,GA,SO2,99th Percentile,1.0,4.2
Henderson County,NC,O3,4th Max,4.0,0.0616
Henderson County,NC,PM2.5,98th Percentile,1.0,15.8
Henderson County,NC,PM2.5,Weighted Annual Mean,1.0,5.9799999999999995
Hendricks County,IN,O3,4th Max,5.0,0.0666
Hendricks County,IN,PM10,2nd Max,1.0,71.6
Hendricks County,IN,PM2.5,98th Percentile,3.0,27.2
Hendricks County,IN,PM2.5,Weighted Annual Mean,3.0,10.66
Hendricks County,IN,SO2,99th Percentile,1.0,6.2
Hennepin County,MN,CO,2nd Max,3.0,1.0399999999999998
Hennepin County,MN,NO2,98th Percentile,1.0,23.6
Hennepin County,MN,NO2,Annual Mean,2.0,5.8
Hennepin County,MN,O3,4th Max,3.0,0.06239999999999999
Hennepin County,MN,PM10,2nd Max,1.0,76.8
Hennepin County,MN,PM2.5,98th Percentile,6.0,24.8
Hennepin County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Hennepin County,MN,SO2,99th Percentile,4.0,6.8
Henrico County,VA,NO2,98th Percentile,1.0,27.8
Henrico County,VA,NO2,Annual Mean,1.0,3.8
Henrico County,VA,O3,4th Max,5.0,0.0598
Henrico County,VA,PM2.5,98th Percentile,3.0,16.4
Henrico County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Henrico County,VA,SO2,99th Percentile,1.0,5.4
Henry County,GA,O3,4th Max,9.0,0.066
Henry County,GA,PM2.5,98th Percentile,4.0,20.2
Henry County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Henry County,GA,SO2,99th Percentile,1.0,4.2
Henry County,IL,O3,4th Max,2.0,0.0658
Henry County,IL,PM10,2nd Max,1.0,41.0
Henry County,IL,PM2.5,98th Percentile,1.0,21.0
Henry County,IL,PM2.5,Weighted Annual Mean,1.0,8.24
Henry County,IL,SO2,99th Percentile,1.0,4.0
Henry County,IN,PM2.5,98th Percentile,1.0,23.2
Henry County,IN,PM2.5,Weighted Annual Mean,1.0,7.92
Henry County,KY,O3,4th Max,5.0,0.0654
Henry County,KY,SO2,99th Percentile,3.0,8.0
Hernando County,FL,NO2,98th Percentile,1.0,24.4
Hernando County,FL,NO2,Annual Mean,1.0,3.6
Hernando County,FL,O3,4th Max,8.0,0.0626
Hernando County,FL,PM10,2nd Max,2.0,57.5
Hernando County,FL,PM2.5,98th Percentile,1.0,16.0
Hernando County,FL,PM2.5,Weighted Annual Mean,1.0,6.880000000000001
Hernando County,FL,SO2,99th Percentile,4.0,19.6
Hickman County,TN,NO2,Annual Mean,1.0,6.6
Hickman County,TN,O3,4th Max,5.0,0.0644
Hidalgo County,TX,O3,4th Max,1.0,0.059199999999999996
Highlands County,FL,O3,4th Max,1.0,0.059399999999999994
Hillsborough County,FL,NO2,98th Percentile,1.0,24.4
Hillsborough County,FL,NO2,Annual Mean,1.0,3.6
Hillsborough County,FL,O3,4th Max,8.0,0.0626
Hillsborough County,FL,PM10,2nd Max,2.0,57.5
Hillsborough County,FL,PM2.5,98th Percentile,1.0,16.0
Hillsborough County,FL,PM2.5,Weighted Annual Mean,1.0,6.880000000000001
Hillsborough County,FL,SO2,99th Percentile,4.0,19.6
Hillsborough County,NH,O3,4th Max,1.0,0.0586
Hocking County,OH,O3,4th Max,5.0,0.0636
Hocking County,OH,PM2.5,98th Percentile,1.0,21.8
Hocking County,OH,PM2.5,Weighted Annual Mean,1.0,8.76
Hoke County,NC,O3,4th Max,2.0,0.062
Hoke County,NC,PM2.5,98th Percentile,1.0,18.8
Hoke County,NC,PM2.5,Weighted Annual Mean,1.0,7.839999999999999
Honolulu County,HI,CO,2nd Max,2.0,0.5
Honolulu County,HI,NO2,98th Percentile,1.0,24.2
Honolulu County,HI,NO2,Annual Mean,1.0,3.8
Honolulu County,HI,O3,4th Max,1.0,0.0464
Honolulu County,HI,PM10,2nd Max,2.0,24.5
Honolulu County,HI,PM2.5,98th Percentile,4.0,7.2
Honolulu County,HI,PM2.5,Weighted Annual Mean,4.0,3.4599999999999995
Honolulu County,HI,SO2,99th Percentile,1.0,2.8
Hopewell city,VA,NO2,98th Percentile,1.0,27.8
Hopewell city,VA,NO2,Annual Mean,1.0,3.8
Hopewell city,VA,O3,4th Max,5.0,0.0598
Hopewell city,VA,PM2.5,98th Percentile,3.0,16.4
Hopewell city,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Hopewell city,VA,SO2,99th Percentile,1.0,5.4
Houston County,GA,PM2.5,98th Percentile,1.0,21.4
Houston County,GA,PM2.5,Weighted Annual Mean,1.0,8.9
Howard County,MD,CO,2nd Max,1.0,1.42
Howard County,MD,NO2,98th Percentile,1.0,49.8
Howard County,MD,NO2,Annual Mean,1.0,12.0
Howard County,MD,O3,4th Max,5.0,0.0688
Howard County,MD,PM2.5,98th Percentile,4.0,19.8
Howard County,MD,PM2.5,Weighted Annual Mean,4.0,7.519999999999999
Hudson County,NJ,CO,2nd Max,4.0,1.5399999999999998
Hudson County,NJ,NO2,98th Percentile,3.0,47.0
Hudson County,NJ,NO2,Annual Mean,4.0,12.8
Hudson County,NJ,O3,4th Max,16.0,0.0668
Hudson County,NJ,PM10,2nd Max,1.0,33.4
Hudson County,NJ,PM2.5,98th Percentile,10.0,20.6
Hudson County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Hudson County,NJ,SO2,99th Percentile,7.0,4.8
Hudspeth County,TX,NO2,Annual Mean,3.0,12.6
Hudspeth County,TX,O3,4th Max,6.0,0.0694
Hudspeth County,TX,PM10,2nd Max,1.0,89.0
Humacao Municipio,PR,PM10,2nd Max,1.0,100.6
Humacao Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Humacao Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Hunt County,TX,NO2,98th Percentile,5.0,37.4
Hunt County,TX,NO2,Annual Mean,7.0,6.2
Hunt County,TX,O3,4th Max,15.0,0.0724
Hunt County,TX,PM2.5,98th Percentile,4.0,21.2
Hunt County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Hunt County,TX,SO2,99th Percentile,2.0,8.8
Hunterdon County,NJ,CO,2nd Max,4.0,1.5399999999999998
Hunterdon County,NJ,NO2,98th Percentile,3.0,47.0
Hunterdon County,NJ,NO2,Annual Mean,4.0,12.8
Hunterdon County,NJ,O3,4th Max,16.0,0.0668
Hunterdon County,NJ,PM10,2nd Max,1.0,33.4
Hunterdon County,NJ,PM2.5,98th Percentile,10.0,20.6
Hunterdon County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Hunterdon County,NJ,SO2,99th Percentile,7.0,4.8
Iberville Parish,LA,CO,2nd Max,1.0,0.86
Iberville Parish,LA,NO2,98th Percentile,5.0,24.2
Iberville Parish,LA,NO2,Annual Mean,5.0,4.2
Iberville Parish,LA,O3,4th Max,9.0,0.0664
Iberville Parish,LA,PM2.5,98th Percentile,3.0,19.0
Iberville Parish,LA,PM2.5,Weighted Annual Mean,3.0,8.58
Iberville Parish,LA,SO2,99th Percentile,2.0,16.4
Imperial County,CA,NO2,98th Percentile,1.0,49.8
Imperial County,CA,NO2,Annual Mean,2.0,8.2
Imperial County,CA,O3,4th Max,3.0,0.06820000000000001
Imperial County,CA,PM2.5,98th Percentile,2.0,25.0
Imperial County,CA,PM2.5,Weighted Annual Mean,2.0,9.620000000000001
Indian River County,FL,O3,4th Max,1.0,0.0588
Ingham County,MI,O3,4th Max,2.0,0.0628
Inyo County,CA,PM10,2nd Max,4.0,268.96
Inyo County,CA,PM2.5,98th Percentile,1.0,37.0
Inyo County,CA,PM2.5,Weighted Annual Mean,1.0,7.58
Ionia County,MI,CO,2nd Max,1.0,1.22
Ionia County,MI,O3,4th Max,3.0,0.0688
Ionia County,MI,PM10,2nd Max,1.0,63.0
Ionia County,MI,PM2.5,98th Percentile,1.0,25.0
Ionia County,MI,PM2.5,Weighted Annual Mean,1.0,8.76
Iowa County,WI,O3,4th Max,2.0,0.0678
Iowa County,WI,PM2.5,98th Percentile,1.0,25.0
Iowa County,WI,PM2.5,Weighted Annual Mean,1.0,8.12
Iredell County,NC,NO2,98th Percentile,1.0,35.2
Iredell County,NC,NO2,Annual Mean,1.0,6.6
Iredell County,NC,O3,4th Max,6.0,0.0644
Iredell County,NC,PM2.5,98th Percentile,1.0,18.8
Iredell County,NC,PM2.5,Weighted Annual Mean,1.0,8.080000000000002
Isanti County,MN,CO,2nd Max,3.0,1.0399999999999998
Isanti County,MN,NO2,98th Percentile,1.0,23.6
Isanti County,MN,NO2,Annual Mean,2.0,5.8
Isanti County,MN,O3,4th Max,3.0,0.06239999999999999
Isanti County,MN,PM10,2nd Max,1.0,76.8
Isanti County,MN,PM2.5,98th Percentile,6.0,24.8
Isanti County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Isanti County,MN,SO2,99th Percentile,4.0,6.8
Isle of Wight County,VA,O3,4th Max,2.0,0.056999999999999995
Isle of Wight County,VA,PM10,2nd Max,1.0,21.0
Isle of Wight County,VA,PM2.5,98th Percentile,2.0,16.4
Isle of Wight County,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Itawamba County,MS,O3,4th Max,1.0,0.060399999999999995
Jackson County,MO,CO,2nd Max,1.0,0.9400000000000001
Jackson County,MO,NO2,Annual Mean,2.0,9.6
Jackson County,MO,O3,4th Max,5.0,0.0664
Jackson County,MO,PM2.5,98th Percentile,3.0,19.2
Jackson County,MO,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Jackson County,MO,SO2,99th Percentile,2.0,6.8
Jackson County,MS,O3,4th Max,2.0,0.062
Jackson County,OR,O3,4th Max,1.0,0.0638
James City County,VA,O3,4th Max,2.0,0.056999999999999995
James City County,VA,PM10,2nd Max,1.0,21.0
James City County,VA,PM2.5,98th Percentile,2.0,16.4
James City County,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Jasper County,GA,O3,4th Max,9.0,0.066
Jasper County,GA,PM2.5,98th Percentile,4.0,20.2
Jasper County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Jasper County,GA,SO2,99th Percentile,1.0,4.2
Jasper County,IA,PM2.5,98th Percentile,2.0,19.0
Jasper County,IA,PM2.5,Weighted Annual Mean,2.0,7.5200000000000005
Jasper County,IN,NO2,98th Percentile,2.0,54.2
Jasper County,IN,NO2,Annual Mean,3.0,14.199999999999998
Jasper County,IN,O3,4th Max,18.0,0.0728
Jasper County,IN,PM10,2nd Max,5.0,84.75999999999999
Jasper County,IN,PM2.5,98th Percentile,5.0,21.4
Jasper County,IN,PM2.5,Weighted Annual Mean,5.0,8.6
Jasper County,IN,Pb,Max 3-Month Average,1.0,0.018
Jasper County,IN,SO2,99th Percentile,3.0,17.8
Jasper County,MO,PM10,2nd Max,1.0,113.6
Jefferson County,AL,CO,2nd Max,1.0,1.0
Jefferson County,AL,O3,4th Max,7.0,0.0646
Jefferson County,AL,PM10,2nd Max,4.0,58.42
Jefferson County,AL,PM2.5,98th Percentile,3.0,18.4
Jefferson County,AL,PM2.5,Weighted Annual Mean,3.0,8.94
Jefferson County,AL,SO2,99th Percentile,1.0,6.8
Jefferson County,CO,CO,2nd Max,2.0,1.4600000000000002
Jefferson County,CO,NO2,Annual Mean,2.0,15.8
Jefferson County,CO,O3,4th Max,5.0,0.0782
Jefferson County,CO,PM10,2nd Max,2.0,72.5
Jefferson County,CO,PM2.5,98th Percentile,2.0,21.8
Jefferson County,CO,PM2.5,Weighted Annual Mean,2.0,6.540000000000001
Jefferson County,CO,SO2,99th Percentile,2.0,5.6
Jefferson County,FL,O3,4th Max,2.0,0.0576
Jefferson County,FL,PM2.5,98th Percentile,1.0,17.0
Jefferson County,FL,PM2.5,Weighted Annual Mean,1.0,7.5
Jefferson County,ID,O3,4th Max,1.0,0.0628
Jefferson County,KY,O3,4th Max,5.0,0.0654
Jefferson County,KY,SO2,99th Percentile,3.0,8.0
Jefferson County,MO,NO2,98th Percentile,1.0,38.8
Jefferson County,MO,NO2,Annual Mean,1.0,8.8
Jefferson County,MO,O3,4th Max,9.0,0.069
Jefferson County,MO,PM2.5,98th Percentile,2.0,21.0
Jefferson County,MO,PM2.5,Weighted Annual Mean,2.0,8.4
Jefferson County,MO,Pb,Max 3-Month Average,2.0,0.06
Jefferson County,MO,SO2,99th Percentile,3.0,8.2
Jefferson County,NY,O3,4th Max,1.0,0.0612
Jefferson County,OH,O3,4th Max,1.0,0.0624
Jefferson County,OH,PM10,2nd Max,3.0,50.0
Jefferson County,OH,PM2.5,98th Percentile,2.0,19.4
Jefferson County,OH,PM2.5,Weighted Annual Mean,2.0,8.62
Jefferson County,OH,SO2,99th Percentile,6.0,27.399999999999995
Jefferson County,TN,O3,4th Max,1.0,0.0632
Jefferson County,TX,NO2,98th Percentile,2.0,28.4
Jefferson County,TX,NO2,Annual Mean,3.0,3.7999999999999994
Jefferson County,TX,O3,4th Max,6.0,0.064
Jefferson County,TX,SO2,99th Percentile,2.0,38.2
Jefferson County,WV,CO,2nd Max,1.0,1.16
Jefferson County,WV,NO2,98th Percentile,4.0,35.0
Jefferson County,WV,NO2,Annual Mean,5.0,8.0
Jefferson County,WV,O3,4th Max,13.0,0.0638
Jefferson County,WV,PM2.5,98th Percentile,5.0,19.2
Jefferson County,WV,PM2.5,Weighted Annual Mean,5.0,7.24
Jefferson Davis Parish,LA,O3,4th Max,2.0,0.0646
Jefferson Davis Parish,LA,PM2.5,98th Percentile,1.0,18.4
Jefferson Davis Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.4
Jefferson Davis Parish,LA,SO2,99th Percentile,1.0,13.4
Jefferson Parish,LA,NO2,98th Percentile,1.0,37.2
Jefferson Parish,LA,NO2,Annual Mean,1.0,5.2
Jefferson Parish,LA,O3,4th Max,3.0,0.06239999999999999
Jefferson Parish,LA,PM2.5,98th Percentile,2.0,16.8
Jefferson Parish,LA,PM2.5,Weighted Annual Mean,2.0,7.6800000000000015
Jersey County,IL,NO2,98th Percentile,1.0,38.8
Jersey County,IL,NO2,Annual Mean,1.0,8.8
Jersey County,IL,O3,4th Max,9.0,0.069
Jersey County,IL,PM2.5,98th Percentile,2.0,21.0
Jersey County,IL,PM2.5,Weighted Annual Mean,2.0,8.4
Jersey County,IL,Pb,Max 3-Month Average,2.0,0.06
Jersey County,IL,SO2,99th Percentile,3.0,8.2
Jessamine County,KY,NO2,98th Percentile,1.0,40.4
Jessamine County,KY,NO2,Annual Mean,1.0,5.8
Jessamine County,KY,O3,4th Max,2.0,0.0636
Jessamine County,KY,PM2.5,98th Percentile,1.0,19.6
Jessamine County,KY,PM2.5,Weighted Annual Mean,1.0,7.62
Jessamine County,KY,SO2,99th Percentile,1.0,3.4
Johnson County,IA,PM2.5,98th Percentile,1.0,21.2
Johnson County,IA,PM2.5,Weighted Annual Mean,1.0,8.14
Johnson County,IN,O3,4th Max,5.0,0.0666
Johnson County,IN,PM10,2nd Max,1.0,71.6
Johnson County,IN,PM2.5,98th Percentile,3.0,27.2
Johnson County,IN,PM2.5,Weighted Annual Mean,3.0,10.66
Johnson County,IN,SO2,99th Percentile,1.0,6.2
Johnson County,KS,CO,2nd Max,1.0,0.9400000000000001
Johnson County,KS,NO2,Annual Mean,2.0,9.6
Johnson County,KS,O3,4th Max,5.0,0.0664
Johnson County,KS,PM2.5,98th Percentile,3.0,19.2
Johnson County,KS,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Johnson County,KS,SO2,99th Percentile,2.0,6.8
Johnson County,TX,NO2,98th Percentile,5.0,37.4
Johnson County,TX,NO2,Annual Mean,7.0,6.2
Johnson County,TX,O3,4th Max,15.0,0.0724
Johnson County,TX,PM2.5,98th Percentile,4.0,21.2
Johnson County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Johnson County,TX,SO2,99th Percentile,2.0,8.8
Johnston County,NC,O3,4th Max,2.0,0.062
Johnston County,NC,PM2.5,98th Percentile,1.0,20.8
Johnston County,NC,PM2.5,Weighted Annual Mean,1.0,8.16
Jones County,GA,O3,4th Max,1.0,0.0616
Jones County,GA,PM2.5,98th Percentile,2.0,20.6
Jones County,GA,PM2.5,Weighted Annual Mean,2.0,8.580000000000002
Jones County,IA,O3,4th Max,1.0,0.064
Juab County,UT,O3,4th Max,1.0,0.06860000000000001
Juab County,UT,PM10,2nd Max,1.0,77.2
Juab County,UT,PM2.5,98th Percentile,2.0,23.8
Juab County,UT,PM2.5,Weighted Annual Mean,2.0,6.840000000000001
Juncos Municipio,PR,PM10,2nd Max,1.0,100.6
Juncos Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Juncos Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Juneau City and Borough,AK,PM2.5,98th Percentile,1.0,19.4
Juneau City and Borough,AK,PM2.5,Weighted Annual Mean,1.0,5.1
Kalamazoo County,MI,O3,4th Max,1.0,0.06720000000000001
Kalamazoo County,MI,PM2.5,98th Percentile,1.0,24.0
Kalamazoo County,MI,PM2.5,Weighted Annual Mean,1.0,9.2
Kalawao County,HI,PM2.5,98th Percentile,1.0,8.4
Kalawao County,HI,PM2.5,Weighted Annual Mean,1.0,2.9
Kalkaska County,MI,O3,4th Max,1.0,0.06620000000000001
Kanawha County,WV,O3,4th Max,1.0,0.0616
Kanawha County,WV,PM2.5,98th Percentile,1.0,17.0
Kanawha County,WV,PM2.5,Weighted Annual Mean,1.0,7.720000000000001
Kane County,IL,NO2,98th Percentile,2.0,54.2
Kane County,IL,NO2,Annual Mean,3.0,14.199999999999998
Kane County,IL,O3,4th Max,18.0,0.0728
Kane County,IL,PM10,2nd Max,5.0,84.75999999999999
Kane County,IL,PM2.5,98th Percentile,5.0,21.4
Kane County,IL,PM2.5,Weighted Annual Mean,5.0,8.6
Kane County,IL,Pb,Max 3-Month Average,1.0,0.018
Kane County,IL,SO2,99th Percentile,3.0,17.8
Kaufman County,TX,NO2,98th Percentile,5.0,37.4
Kaufman County,TX,NO2,Annual Mean,7.0,6.2
Kaufman County,TX,O3,4th Max,15.0,0.0724
Kaufman County,TX,PM2.5,98th Percentile,4.0,21.2
Kaufman County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Kaufman County,TX,SO2,99th Percentile,2.0,8.8
Kendall County,IL,NO2,98th Percentile,2.0,54.2
Kendall County,IL,NO2,Annual Mean,3.0,14.199999999999998
Kendall County,IL,O3,4th Max,18.0,0.0728
Kendall County,IL,PM10,2nd Max,5.0,84.75999999999999
Kendall County,IL,PM2.5,98th Percentile,5.0,21.4
Kendall County,IL,PM2.5,Weighted Annual Mean,5.0,8.6
Kendall County,IL,Pb,Max 3-Month Average,1.0,0.018
Kendall County,IL,SO2,99th Percentile,3.0,17.8
Kendall County,TX,NO2,98th Percentile,1.0,34.2
Kendall County,TX,NO2,Annual Mean,1.0,4.4
Kendall County,TX,O3,4th Max,3.0,0.07160000000000001
Kendall County,TX,PM10,2nd Max,1.0,62.2
Kennebec County,ME,O3,4th Max,1.0,0.054200000000000005
Kent County,DE,O3,4th Max,1.0,0.06420000000000001
Kent County,DE,PM2.5,98th Percentile,2.0,18.6
Kent County,DE,PM2.5,Weighted Annual Mean,2.0,6.659999999999999
Kent County,MI,CO,2nd Max,1.0,1.22
Kent County,MI,O3,4th Max,3.0,0.0688
Kent County,MI,PM10,2nd Max,1.0,63.0
Kent County,MI,PM2.5,98th Percentile,1.0,25.0
Kent County,MI,PM2.5,Weighted Annual Mean,1.0,8.76
Kent County,RI,CO,2nd Max,1.0,0.9
Kent County,RI,O3,4th Max,3.0,0.0658
Kent County,RI,PM10,2nd Max,1.0,22.6
Kent County,RI,PM2.5,98th Percentile,4.0,16.6
Kent County,RI,PM2.5,Weighted Annual Mean,4.0,6.16
Kent County,RI,SO2,99th Percentile,1.0,3.2
Kenton County,KY,O3,4th Max,9.0,0.068
Kenton County,KY,PM10,2nd Max,2.0,44.4
Kenton County,KY,PM2.5,98th Percentile,4.0,22.2
Kenton County,KY,PM2.5,Weighted Annual Mean,4.0,9.24
Kern County,CA,NO2,98th Percentile,3.0,35.8
Kern County,CA,NO2,Annual Mean,3.0,8.0
Kern County,CA,O3,4th Max,6.0,0.081
Kern County,CA,PM2.5,98th Percentile,2.0,53.0
Kern County,CA,PM2.5,Weighted Annual Mean,2.0,15.780000000000001
Kershaw County,SC,O3,4th Max,3.0,0.059
Kershaw County,SC,PM2.5,98th Percentile,2.0,17.4
Kershaw County,SC,PM2.5,Weighted Annual Mean,2.0,7.540000000000001
Kewaunee County,WI,O3,4th Max,2.0,0.0668
Kewaunee County,WI,PM2.5,98th Percentile,1.0,23.2
Kewaunee County,WI,PM2.5,Weighted Annual Mean,1.0,7.340000000000001
Kewaunee County,WI,SO2,99th Percentile,1.0,5.6
King County,WA,O3,4th Max,5.0,0.058199999999999995
King County,WA,PM2.5,98th Percentile,4.0,28.6
King County,WA,PM2.5,Weighted Annual Mean,4.0,7.659999999999999
King William County,VA,NO2,98th Percentile,1.0,27.8
King William County,VA,NO2,Annual Mean,1.0,3.8
King William County,VA,O3,4th Max,5.0,0.0598
King William County,VA,PM2.5,98th Percentile,3.0,16.4
King William County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
King William County,VA,SO2,99th Percentile,1.0,5.4
King and Queen County,VA,NO2,98th Percentile,1.0,27.8
King and Queen County,VA,NO2,Annual Mean,1.0,3.8
King and Queen County,VA,O3,4th Max,5.0,0.0598
King and Queen County,VA,PM2.5,98th Percentile,3.0,16.4
King and Queen County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
King and Queen County,VA,SO2,99th Percentile,1.0,5.4
Kings County,CA,O3,4th Max,1.0,0.078
Kings County,CA,PM10,2nd Max,1.0,157.2
Kings County,CA,PM2.5,98th Percentile,1.0,50.4
Kings County,CA,PM2.5,Weighted Annual Mean,1.0,14.16
Kings County,NY,CO,2nd Max,4.0,1.5399999999999998
Kings County,NY,NO2,98th Percentile,3.0,47.0
Kings County,NY,NO2,Annual Mean,4.0,12.8
Kings County,NY,O3,4th Max,16.0,0.0668
Kings County,NY,PM10,2nd Max,1.0,33.4
Kings County,NY,PM2.5,98th Percentile,10.0,20.6
